episode,event,min_dist,time_to_hit,dca_pos_ratio,vclose_pos_ratio
0,hit,264.66363525390625,33.400000000000205,0.9431137724550899,1.0
1,hit,187.99073791503906,15.99999999999996,0.9125,1.0
2,hit,223.6245880126953,47.600000000000406,0.9978991596638656,1.0
3,hit,207.82357788085938,19.900000000000013,0.9949748743718593,1.0
4,hit,248.4131622314453,17.199999999999974,0.9011627906976745,1.0
5,hit,275.18316650390625,27.700000000000124,0.9963898916967509,1.0
6,hit,189.96896362304688,25.30000000000009,0.9209486166007905,1.0
7,hit,241.8202667236328,27.000000000000114,0.9962962962962963,1.0
8,hit,208.67330932617188,11.299999999999976,0.831858407079646,1.0
9,hit,232.5060577392578,35.90000000000024,0.9526462395543176,1.0
10,hit,256.1773681640625,27.900000000000126,0.996415770609319,1.0
11,hit,262.44036865234375,50.10000000000044,0.998003992015968,1.0
12,hit,217.5321044921875,22.60000000000005,0.995575221238938,1.0
13,hit,235.71820068359375,16.89999999999997,0.9940828402366864,1.0
14,hit,290.46759033203125,36.40000000000025,0.9972527472527473,1.0
15,hit,284.4615783691406,28.10000000000013,0.99644128113879,1.0
16,hit,226.8761749267578,33.80000000000021,0.9970414201183432,1.0
17,hit,249.91390991210938,23.700000000000067,0.9957805907172996,1.0
18,hit,263.0644226074219,36.900000000000254,0.997289972899729,1.0
19,hit,293.3907165527344,14.299999999999965,0.993006993006993,1.0
20,hit,291.7679138183594,24.00000000000007,0.9958333333333333,1.0
21,hit,226.71112060546875,21.80000000000004,0.9174311926605505,1.0
22,hit,242.5493927001953,19.0,0.9947368421052631,1.0
23,hit,219.8006134033203,33.70000000000021,0.9228486646884273,1.0
24,hit,200.54884338378906,36.900000000000254,0.962059620596206,1.0
25,hit,262.3894958496094,16.699999999999967,0.9940119760479041,1.0
26,hit,229.9329376220703,28.80000000000014,0.9965277777777778,1.0
27,hit,210.69618225097656,28.20000000000013,0.9361702127659575,1.0
28,hit,292.4377746582031,33.90000000000021,0.9970501474926253,1.0
29,hit,277.3585510253906,39.9000000000003,0.9974937343358395,1.0
30,hit,205.17518615722656,18.19999999999999,0.9945054945054945,1.0
31,hit,263.1235046386719,40.90000000000031,0.9951100244498777,1.0
32,hit,208.67698669433594,20.30000000000002,0.9507389162561576,1.0
33,hit,298.9018859863281,30.100000000000158,0.9169435215946844,1.0
34,hit,284.0621643066406,18.39999999999999,0.9239130434782609,1.0
35,hit,229.1923370361328,15.79999999999996,0.9936708860759493,1.0
36,hit,289.9256286621094,43.50000000000035,0.9977011494252873,1.0
37,hit,245.23898315429688,40.500000000000306,0.9975308641975309,1.0
38,hit,251.63685607910156,14.899999999999963,0.9932885906040269,1.0
39,hit,236.4008331298828,35.600000000000236,0.9971910112359551,1.0
40,hit,273.191162109375,31.200000000000173,0.9615384615384616,1.0
41,hit,296.8429260253906,10.399999999999979,0.9519230769230769,1.0
42,hit,210.310546875,26.600000000000108,0.9736842105263158,1.0
43,hit,279.5631103515625,22.60000000000005,0.995575221238938,1.0
44,hit,210.6390838623047,35.90000000000024,0.9860724233983287,1.0
45,hit,299.0196228027344,44.600000000000364,0.9977578475336323,1.0
46,hit,213.5985107421875,51.000000000000455,0.9980392156862745,1.0
47,hit,260.7838134765625,20.40000000000002,0.9950980392156863,1.0
48,hit,281.4181823730469,15.399999999999961,0.9935064935064936,1.0
49,hit,243.92694091796875,23.30000000000006,0.9957081545064378,1.0
